credit_score,dpd_12m,dpd_24m,active_loans_count,total_outstanding_inr,monthly_income,employment_type,employer_tier,job_tenure_years,requested_amount,loan_to_income_ratio,preferred_tenure_months,loan_purpose_encoded,existing_emi_monthly,total_obligations,foir_ratio,debt_to_income,geo_risk_score,ip_risk_score,device_risk_score,liveness_score,age_consistency_score,face_confidence_score,avg_response_latency_ms,hesitation_count,question_retry_count,extraction_confidence_avg,inconsistency_score,consent_confidence,prior_applications_count,prior_rejections_count,days_since_last_app,last_outcome_encoded,prior_risk_band_encoded,prior_loan_performance_encoded,application_velocity_30d,default
811,2,3,4,1170402,103699,1,1,1.229037962499303,766452,7.391122383050946,36,8,42516,42516,0.3504032545794899,0.9405442675435636,0.2793704833150588,0.2636882902626979,0.1792980801962815,0.8991239066511828,0.7649485309147727,0.9333120756041692,2690,0,1,0.6642176406144312,0.7343449430443253,0.7113374031483374,2,2,142,1,2,3,1,1
601,1,2,1,302207,95901,1,2,4.993202759216781,754149,7.86382832295805,24,8,43401,43401,0.458220502358293,0.2626032749050236,0.3996841211270069,0.57917032833957,0.1132348195071388,0.9980253233883378,0.9245681761436296,0.942884037455949,871,2,2,0.6111555971852382,0.0959098744693962,0.8284773160216975,3,0,30,4,5,2,2,0
524,1,4,0,787725,49005,1,2,0.5,415657,8.481930415263749,48,3,6839,6839,0.1580213333654248,1.3395316804407713,0.3100154923945935,0.3018554090435221,0.3641362601332253,0.8513268230784204,0.8428029406455848,0.8330606237171883,1823,2,0,0.6419873890610325,0.497339840559208,0.7277344559905604,2,1,79,1,3,3,2,1
676,2,2,1,83803,55972,2,4,3.494864000518072,416212,7.436075180447366,36,1,24640,24640,0.4401840512222783,0.1247692298530217,0.3454124392042772,0.1610238731783605,0.327964093920746,0.9999306560659654,0.8039849818404582,0.9117436306324704,4795,1,1,0.4745768501206374,0.4417873134965532,0.7617397776786274,0,1,3,1,4,2,0,0
680,0,4,3,213946,116561,2,1,14.868345534058378,1051177,9.018256535204742,24,0,12315,12315,0.1235853353984734,0.1529571068653609,0.2065991277377,0.0933015233990792,0.1668614976550952,0.9802041935494062,0.7123546344370995,0.8669934407902204,3041,1,0,0.4017881617828041,0.2588464585811702,0.9061060165348084,1,1,293,3,4,3,2,0
494,1,2,4,552483,97786,2,2,6.002297976165722,876899,8.967531139426912,24,0,33909,33909,0.420730487599484,0.4708266009449205,0.4139237059729222,0.2418566207900781,0.654201158457011,0.8187923170416807,0.6570265225104135,0.7831166854113527,4893,1,2,0.7877778252141927,0.3292930981104886,0.959414206671684,2,1,171,4,2,1,4,1
717,1,1,3,147678,36023,2,2,15.0,164189,4.557893567998224,36,7,4992,4992,0.1915731224477595,0.3416289592760181,0.2875307836002072,0.1356320916293476,0.3599039521502511,0.9920744498601692,0.9061778089192845,0.8758002981921671,3564,1,0,0.6863499394894722,0.2766619905159032,0.6093225943047751,3,2,3,0,2,3,1,0
730,2,4,3,412963,100332,2,4,1.701488119410481,392072,3.907746282342623,48,2,40192,40192,0.3927517207169804,0.3429970830177145,0.3932875008071171,0.5350498458699375,0.0221812768508426,0.9414891209336068,0.8757067619277475,0.8983426231201351,1032,1,2,0.8210646774799754,0.4020401478899506,0.8893041804936384,5,0,8,4,4,2,1,0
652,1,2,2,271784,49781,1,2,0.8567292122331771,467941,9.39999196480585,24,2,5014,5014,0.1551895692591057,0.4549660847846902,0.6398457240566671,0.2204029652213555,0.3004533662070147,0.7549339423685391,0.3616050480904677,0.9104237369594058,4578,1,2,0.7754926895986552,0.318447970496729,0.587926397533597,0,1,339,0,1,0,0,1
666,1,2,3,207110,57261,2,3,3.283848398375062,314371,5.490141632175477,12,1,15896,15896,0.2421163617147919,0.3014122468463119,0.6082124068383208,0.1784334485730627,0.1583158205337006,0.867550212368157,0.6443584582336267,0.9867035696647084,1236,2,1,0.7860966903065979,0.3034106011103694,0.766430000733633,4,1,12,2,2,2,1,0
811,0,2,0,363016,59167,1,3,0.9265762427688764,292541,4.944327074213667,24,5,21920,21920,0.350086926140403,0.5112872603534628,0.4407817907780474,0.4973929345664424,0.2987557120204972,0.8782064662963697,0.9365258712267092,0.7926071753139934,2740,0,1,0.791022618004988,0.0828260644029136,0.6098294956308298,1,2,119,2,3,3,1,0
701,0,0,1,233051,105663,2,3,4.212930876701022,662364,6.26864654609466,24,7,35338,35338,0.3333130026627014,0.1838005419746426,0.4806480050927564,0.3370654832690024,0.2823657652019293,0.9416063021926342,0.924360502054164,0.8080089338773867,4550,1,2,0.7772968994293409,0.7730787012514997,0.821155423206526,1,0,275,0,4,1,3,0
583,0,2,2,742631,95083,1,2,0.9421708112478214,425532,4.47537414679806,24,1,43806,43806,0.5037360544181034,0.6508620538547024,0.7699599104441373,0.2850355074703755,0.2833720945007111,0.9291534753239508,0.4647453436960154,0.8647948701196102,3307,1,2,0.8133516768778486,0.4847614954547162,0.6300293207696753,5,0,13,1,4,3,1,1
507,1,1,1,728533,40791,1,4,3.839487877633634,287329,7.043931259346424,36,8,10862,10862,0.2546935594664632,1.4883450597762578,0.5685808015263071,0.1813686499669344,0.2196533262638147,0.8350159563000651,0.8523612969620927,0.930664581948934,1446,1,0,0.8993205326641309,0.5855072501516826,0.8245977526137278,0,0,98,3,1,1,0,1
688,1,2,1,141539,88988,1,3,7.13045567174155,696121,7.8226390075066305,48,4,36413,36413,0.354697449147385,0.1325450247973509,0.1632689200602349,0.2124248258106732,0.2107634977526281,0.8770077609916904,0.8939566182943413,0.9802068569854098,2447,1,0,0.6718733187745239,0.2401949240798893,0.758919381665938,1,2,66,3,3,2,0,0
719,1,1,3,129253,41317,1,1,15.0,337357,8.165089430500762,12,5,15890,15890,0.4121676510055077,0.2606937418818726,0.3853510490588598,0.4724773688433716,0.5959287121946519,0.9501470615734552,0.5297526620590002,0.9133308247972508,2079,0,2,0.828164737754015,0.45423981167356,0.8090175503625262,4,2,67,4,1,0,0,0
704,1,3,3,549335,111651,2,2,3.575901133942264,651697,5.836911447277678,24,6,14577,14577,0.1311130276732647,0.4100090161903312,0.3965066933262603,0.1558447668038665,0.5350980057304512,0.9795213787015352,0.8622346437233959,0.9092046584397364,4402,2,2,0.4823122412958148,0.1463678520939921,0.904061125429582,3,1,101,4,4,0,1,0
621,1,2,4,380405,109583,1,3,2.1865012773961903,982956,8.969967969484317,60,2,37842,37842,0.3068196045470017,0.2892822487672966,0.2108974704442133,0.2789053956762438,0.2940364272661535,0.7583571713768831,0.8978244202596257,0.9987266884806576,3395,1,0,0.6249811920615082,0.6916674583207664,0.6975413306517043,2,3,171,1,1,2,0,1
507,1,3,2,323550,66890,3,1,4.693222330123319,296864,4.438092390491852,12,2,10667,10667,0.2462000352325678,0.4030871580206309,0.1640066316612811,0.1906645579606961,0.2801819257379361,0.8550207409503275,0.7492721648297602,0.8640672434461978,4247,2,0,0.7875802460291559,0.7715456177978215,0.8830255085053584,2,1,52,1,0,0,4,0
695,0,5,2,938539,46031,1,2,0.8854343500329449,307815,6.687123894766571,36,6,10376,10376,0.2113857979165299,1.6991067613854431,0.3346703440278614,0.0570065453791292,0.5043447606632568,0.874048578326196,0.9647829574099066,0.9097908547717436,2159,3,1,0.6404336329687946,0.7420044790817889,0.6459104684334355,0,1,87,4,5,1,3,0
575,0,0,0,981178,65066,2,1,4.766433281358335,416160,6.395967171794793,24,0,10721,10721,0.1478232303741001,1.25664453529237,0.2340980148264676,0.2487520078007772,0.3249169088451424,0.8562696913232594,0.8321172025996881,0.8271107374614108,2735,0,2,0.5184830243001419,0.4915511975850953,0.8062357878479448,2,1,365,1,3,1,0,0
702,0,1,0,1113750,73630,1,4,0.5,240674,3.268694825478745,36,5,13081,13081,0.3063691235271814,1.2605256009778625,0.0889412409484784,0.1043128484982631,0.089626664292794,0.9190296654930448,0.8142891041099303,0.973895583296788,1647,0,2,0.6428007810912881,0.5857093185078747,0.3737900551049579,0,1,82,1,0,0,2,0
618,1,3,0,643518,94766,1,1,4.537026671508735,937931,9.897336597513876,24,7,23486,23486,0.2439374880969932,0.5658833336850769,0.613277527530673,0.2647934687933282,0.3732455317659574,0.9467434330375704,0.6669427927535526,0.8149423137085445,2043,1,1,0.7615347243532193,0.3454601403297595,0.813610853629669,3,0,127,2,3,1,4,1
597,3,3,1,1101506,67329,3,1,3.5827364965724007,596815,8.86415957462609,36,3,20955,20955,0.2854301282067079,1.3633377395574964,0.1723000061928563,0.4725864050392616,0.1528293935149215,0.9776226093780274,0.7627191606433001,0.7864670776997496,635,2,0,0.7826378652727449,0.519320234280163,0.7752958496223871,6,0,15,3,5,1,1,0
716,1,1,3,556268,113968,1,2,3.7688727510981415,606734,5.323722448406571,12,5,39262,39262,0.3136129106619466,0.4067428283962749,0.1747588687316136,0.129846163935895,0.3844913085828855,0.9611543134836048,0.7452156414634952,0.9393646820909702,1149,2,1,0.772244187046727,0.3424086973866029,0.928873952420496,6,2,45,0,1,1,2,0
600,1,2,2,190700,69667,2,3,2.240188809879959,582003,8.354070076219731,12,3,8482,8482,0.1035054505520979,0.2281089564164764,0.2358749295554136,0.1966928052798812,0.0941220227218214,0.7945632350079571,0.8560985827568532,0.815953600994249,1803,4,1,0.887896985426501,0.5147889854979272,0.7028619991217023,0,0,41,1,2,1,4,1
549,0,3,1,872853,61403,1,4,0.9079682679840644,362995,5.911681839649528,48,5,7048,7048,0.1227898797218861,1.184596029509959,0.202207103121289,0.3683789297853462,0.3161347481652485,0.7634647528832808,0.9064959708479456,0.8209533936713842,2022,0,0,0.81599462609058,0.3443936967633739,0.6196530688993784,4,0,50,3,5,1,0,1
647,3,3,2,1102008,44196,2,4,2.046723891967601,323591,7.321725948049597,24,1,9948,9948,0.1477351846325591,2.0778803511630013,0.6773949231200754,0.0476480063287074,0.3980757113823347,0.7806033201621425,0.7697092630169198,0.8975215001007071,3556,4,0,0.8506510330262991,0.1105921512927255,0.8003497201900946,2,0,52,1,5,3,1,0
685,1,2,0,438372,89905,2,3,4.367272857713859,419531,4.666381180134587,12,3,20428,20428,0.1745930749091786,0.4063289027306601,0.7496024843019713,0.1181983739746399,0.5636294114498973,0.8878673674005038,0.3838845595589036,0.8532230739412173,1563,6,2,0.4873289444471778,0.2387042420569306,0.5055486627644318,2,0,24,0,5,0,0,0
647,1,3,1,461386,104121,2,1,0.7171401582389524,357577,3.434244772908443,60,3,26525,26525,0.2011428177473024,0.3692706882697374,0.1584099769301575,0.5108546628830237,0.1818611382545571,0.7708206009260311,0.8347476476429315,0.8945706404460506,1652,2,1,0.8430380659625277,0.7098839337388239,0.9255571374241348,4,0,176,0,0,3,1,1
631,1,4,3,832158,56740,2,4,3.666992419267975,536472,9.454917166020444,24,6,18745,18745,0.374858153395411,1.2221801198449065,0.2709250426475094,0.3407865492212314,0.3545468973398679,0.9713345898734675,0.6869617468375213,0.8868109912362852,2198,2,1,0.8020123006628387,0.551092773126091,0.9147877438637422,1,0,6,0,4,0,1,0
647,2,2,1,770461,46715,2,1,1.0922353002321148,413644,8.8546291341111,60,0,8447,8447,0.1707600650285471,1.3743997288522602,0.3860177766932971,0.5649189363312019,0.2355350708986968,0.930286677850962,0.5490126306088924,0.9529993869031576,1171,1,2,0.8598142182415727,0.167462471741362,0.7968459409809715,2,1,36,0,0,2,1,1
654,1,2,2,596497,72669,1,1,3.976409830114226,368241,5.067373983404202,36,3,33869,33869,0.5347561576048119,0.6840342282587256,0.1858936240992133,0.3315462334994061,0.314938317377889,0.9586992727266136,0.5854711131678985,0.9682628502781596,3536,2,1,0.529219648661819,0.3326776630936929,0.5682837617325622,2,0,4,1,0,1,1,0
706,1,2,0,168201,52852,1,2,9.772043948478286,314978,5.959623098463634,24,2,12989,12989,0.3323611681311249,0.2652075607356391,0.4433548809593429,0.1801028915439479,0.2690522131573546,0.7756480570236021,0.8259228967999876,0.7859241623832397,2044,2,2,0.7784581938214875,0.6388934798806337,0.2526199849339444,2,0,62,4,1,0,1,1
602,2,4,0,1000599,40947,1,2,1.271578971933527,155183,3.7898502942828536,12,4,5663,5663,0.0592328839564332,2.0363701858500014,0.1698716423929132,0.136727116536148,0.2835269818311746,0.7729351807263383,0.4664416498654853,0.8552775635380889,3692,2,1,0.851446994656549,0.078139089432908,0.5085881906821844,2,1,7,4,4,3,2,0
470,2,2,2,834596,52417,1,4,1.6968239667005054,378608,7.223000171700021,12,4,24198,24198,0.399751513250001,1.3268532473561376,0.521648581020051,0.3759060664627814,0.4178568219151668,0.7785606338146008,0.8416406552517713,0.7951421526846447,3492,1,2,0.5921326830565767,0.5328225373048412,0.8011681547045437,3,1,77,0,3,1,1,0
715,0,0,1,564296,56286,3,4,1.8078774484503743,498345,8.853800234516576,36,7,15171,15171,0.2933681601355299,0.8354593800708288,0.0052660580928593,0.4215035245620363,0.2574555137324701,0.9046533437768915,0.7040528804148006,0.9203809908382344,3428,1,0,0.4357704761289964,0.2599376498303947,0.8383558684628709,4,2,365,3,4,1,1,0
768,1,3,3,138047,88925,1,3,1.6081382290969852,365898,4.114680910879955,24,0,11568,11568,0.125428850814449,0.1293665073563864,0.4618249736599354,0.0624986751789053,0.1474560050384336,0.7910154347742971,0.4463624679088689,0.9989837198475796,3877,1,1,0.7910169038585374,0.1865638696614998,0.7430874132066284,1,2,178,1,5,3,4,0
677,0,0,2,411503,104012,1,4,7.974789216067884,908983,8.739212783140406,24,1,34199,34199,0.3288198971549327,0.3296919265725749,0.4619650296664198,0.2029451014966076,0.1811106043682122,0.9362857316876924,0.602512462710043,0.7849816484224126,977,0,1,0.5626970530514273,0.4736562425796183,0.8931431477671148,1,2,119,1,0,2,0,0
701,1,3,2,747167,49280,1,2,0.5,428655,8.698356331168831,12,8,8865,8865,0.0792204592094325,1.26347233495671,0.0849693924657585,0.2393688307497695,0.3521778329505235,0.8970222316196499,0.8609700251627049,0.9889906317948336,4753,2,1,0.7513104313963529,0.7146593337401361,0.7340174211769099,2,1,365,2,1,1,1,0
699,2,3,1,233788,43860,1,2,0.5539726993050662,370667,8.451139990880073,36,2,20332,20332,0.4456847443084923,0.4441936464508283,0.0629286182291341,0.1908085302254461,0.135095709498608,0.8893447990199176,0.7184593273298766,0.9730114300631612,1659,2,0,0.6049121118779196,0.3578348418199242,0.8861234996443648,4,0,19,3,5,1,3,0
557,2,3,1,294774,104100,2,2,10.204583083467032,373194,3.584956772334294,12,5,18697,18697,0.2191718641789167,0.2359702209414025,0.1136388675987326,0.5707173057949969,0.4776560640487379,0.7685631789802148,0.7646507258710661,0.925609579608491,3594,1,1,0.8382476264336243,0.3418497015611829,0.6246843887155356,1,0,54,3,2,3,4,1
670,1,3,6,1103989,94538,1,3,0.9806902737594452,679375,7.186263724639828,60,1,29037,29037,0.2493639229750122,0.9731439562221892,0.274433458826377,0.4853043197640725,0.4875549799519466,0.9281816664539544,0.7973097853326045,0.7727658603927003,2602,2,1,0.928425044482176,0.3109154764489685,0.8304966504621678,1,1,68,4,4,1,2,0
669,2,5,7,910797,98260,2,3,0.640086069854434,709711,7.222786484836149,36,7,19957,19957,0.1047645058364434,0.7724379198046001,0.3053140180028124,0.111830868001007,0.1851631439680607,0.9731432278464276,0.6491418314553967,0.7709369875587253,4161,1,1,0.7033353263857326,0.350350103789954,0.9434883337280046,1,0,338,3,2,1,0,0
676,1,4,3,724270,43558,2,3,1.740190937148072,172250,3.9544974516736304,60,5,18476,18476,0.4161888290790864,1.3856428975924822,0.3460500654112711,0.0369988618907629,0.1247473181383695,0.7786199047555153,0.6417302480995972,0.8434045645372555,2731,1,2,0.7206526248569421,0.5312933718380332,0.511303668290806,1,1,9,2,5,2,0,0
647,3,3,3,395939,27845,2,1,9.59032570280425,106455,3.823128030166996,24,1,7557,7557,0.1969802045124004,1.1849494223977974,0.088958792142376,0.2925550009461224,0.5314054695125746,0.8939926053739424,0.5784472060167974,0.8093152027850739,529,2,0,0.8823187907007638,0.2338813066204404,0.2217330038945896,1,1,32,0,0,3,2,1
760,2,5,0,1021475,16873,1,2,1.657478563866713,60584,3.590588514194275,24,8,6631,6631,0.3948709030414474,5.044918903968865,0.3861208494091092,0.4435141627161135,0.4969366399712226,0.896776548538836,0.929517271953724,0.9792373638206112,4584,4,2,0.818100660731173,0.3765861534169467,0.7931485861155729,3,1,350,1,0,3,1,0
718,1,3,1,1167398,51321,1,1,2.712586082862764,320103,6.237271292453381,12,1,9080,9080,0.2468575757946717,1.8955820554289016,0.184103494907527,0.3115585673738876,0.3952126684928453,0.7661571267400562,0.6174044061869216,0.8677227461232372,668,0,0,0.9550280991848132,0.5314283037138288,0.5996389379137091,2,0,94,0,1,1,3,0
871,1,1,3,859208,22732,1,1,3.96313532487954,224335,9.868687313038889,24,1,7668,7668,0.399486442208673,3.14977418030383,0.2473415198040166,0.557471281880105,0.2514699241123714,0.8610086387307141,0.5573819713042748,0.80381899538638,881,1,1,0.8098225527985631,0.4354810914219194,0.8172490013460658,1,1,120,2,2,1,3,0
681,0,2,3,353196,86561,2,2,1.7807347019529494,400671,4.628770462448447,48,8,33974,33974,0.3379599717931172,0.3400261087556752,0.2976951238195743,0.2650042586121949,0.1125274009702627,0.9360416065733772,0.4087564952225189,0.9007155482608172,972,0,0,0.7740090278067929,0.1365340332973091,0.8809681580865141,1,2,169,1,3,3,1,0
635,1,1,4,186814,16563,1,1,5.146331775113128,92305,5.572963835054036,24,4,7453,7453,0.4459115760277297,0.9399162792569784,0.4549801738356988,0.4996376849763275,0.1120728750055826,0.8565992619350574,0.9516297710783108,0.8034398551137402,3475,1,2,0.8554966292343181,0.7107954702347705,0.9588490604604148,3,2,50,2,1,3,1,1
824,1,1,0,567307,89809,1,3,1.1779548215810227,700924,7.804607556035586,36,4,20469,20469,0.1564574106484347,0.5264014000081655,0.2903150980023264,0.4369706058493936,0.3594400653728566,0.7655645102252454,0.9118270441286864,0.7665982121304848,706,0,0,0.9238068878817324,0.1949288421274279,0.8897284820123101,2,0,122,1,2,1,3,0
686,0,2,1,1135213,74972,1,3,5.710395716085404,493730,6.585525262764765,24,2,33347,33347,0.456259021371404,1.2618188568176565,0.3849438750862555,0.0133923793241491,0.2247458672439632,0.9408017301556486,0.4146251295131873,0.9684576440849916,1082,1,1,0.5327519891187379,0.7009347122691755,0.6550342050498154,3,0,137,2,2,1,2,0
900,2,4,1,444608,109367,1,3,1.438144521243892,988617,9.039445170846784,36,3,27969,27969,0.2632094205889294,0.3387737312595816,0.2400649380026543,0.459699668450522,0.1364702860527884,0.949370297776762,0.8246057057520156,0.9276759213226384,786,0,0,0.8539335598772345,0.5085689718622033,0.9514160473427165,0,2,21,2,4,0,1,0
681,2,4,2,412153,65389,1,2,1.5309380220421922,645332,9.869121717720104,48,6,20978,20978,0.3065039203186025,0.5252578160444927,0.0157007555220454,0.2128226052930728,0.544381890467743,0.8754856282549032,0.714695721882626,0.7815838616479136,1931,3,0,0.4983445834531526,0.212824590974978,0.9280723964489224,5,0,172,1,1,1,4,1
600,2,3,3,637447,52736,3,2,0.6868066949519158,491436,9.318795509708735,24,7,17283,17283,0.300931725810636,1.0072926147855987,0.5590538610211758,0.1246836433666508,0.4062596153569155,0.8769974855093546,0.6636209137225397,0.8533579426101516,2760,3,2,0.7251006280466397,0.2249405640480761,0.7434402293115339,0,0,42,3,5,0,1,0
663,1,1,3,911822,19914,2,1,4.193214546078507,90658,4.552475645274681,36,4,9080,9080,0.512815329148217,3.8156656958253823,0.3892955374797873,0.1459093685853031,0.3669912919174141,0.8563625421994396,0.5607157664933767,0.981060639579825,819,1,2,0.8617679064788377,0.2020098256120929,0.6305479593027163,4,0,300,1,4,0,1,0
811,0,3,3,508659,45990,2,4,1.025419304721043,256215,5.571102413568167,24,6,15726,15726,0.3169796098705735,0.9216840617525548,0.2856067156069492,0.0739924204395176,0.2720436273032795,0.7895951063876965,0.7207951979963362,0.776136556474013,4439,1,2,0.8450129390600772,0.1412840339843964,0.8058288858344634,2,0,26,4,3,1,2,0
648,2,5,1,373719,38774,1,2,4.141230653931322,226361,5.837958425749213,48,1,5022,5022,0.1075273410995058,0.8031993088151854,0.2606086063144577,0.3285699375746287,0.4363859758333068,0.9972028407700124,0.5641913080080014,0.8955371218490575,2514,3,2,0.6127976195195258,0.2015984087204953,0.8128328491378485,4,1,24,0,3,3,1,1
717,2,3,1,1013927,71174,3,2,1.8273746790972607,535194,7.519515553432433,36,3,22064,22064,0.2647234805907416,1.1871458210395185,0.6511292399792327,0.3064994553978988,0.123459731555887,0.8709083154066457,0.571806654059432,0.9796732287478198,4100,1,0,0.6700404306222288,0.5383493995873438,0.6576253462900158,2,1,44,3,2,1,0,0
