credit_score,dpd_12m,dpd_24m,active_loans_count,total_outstanding_inr,monthly_income,employment_type,employer_tier,job_tenure_years,requested_amount,loan_to_income_ratio,preferred_tenure_months,loan_purpose_encoded,existing_emi_monthly,total_obligations,foir_ratio,debt_to_income,geo_risk_score,ip_risk_score,device_risk_score,liveness_score,age_consistency_score,face_confidence_score,avg_response_latency_ms,hesitation_count,question_retry_count,extraction_confidence_avg,inconsistency_score,consent_confidence,prior_applications_count,prior_rejections_count,days_since_last_app,last_outcome_encoded,prior_risk_band_encoded,prior_loan_performance_encoded,application_velocity_30d,default
775,3,4,2,240335,102159,1,4,0.5,404343,3.9579772707250465,36,8,48148,48148,0.4031604815857912,0.19604652225126193,0.04312775378394812,0.08651476382709217,0.27378408195673126,0.8759220154475725,0.7207261531911652,0.8328102331853703,2931,0,0,0.543003177673479,0.35878337255328874,0.7234713997713506,3,1,12,3,3,0,0,0
654,1,3,2,1039575,59142,1,2,0.5676341067629334,275110,4.651685773223766,24,0,29183,29183,0.4961473287177053,1.4648008183693484,0.4931148102357068,0.1607631772164088,0.260620897571444,0.7946028416788228,0.8552788392824785,0.936292454577855,1754,2,0,0.89673423435431,0.24900058003070197,0.8414379706075865,5,2,56,0,2,0,3,0
509,2,2,2,727778,83911,1,2,5.374758434626897,506742,6.039041365256045,24,8,21197,21197,0.20499906550208072,0.7227677737920734,0.17267232278588712,0.046799143174009565,0.38797002978649564,0.7901765423036958,0.5460866209612083,0.9560520026734827,2829,0,0,0.7677286572688663,0.44966922461878706,0.9800049185355749,3,0,327,1,5,0,1,0
698,0,0,3,506741,66586,1,4,3.103973726877845,583610,8.764755353978314,12,6,32402,32402,0.4893894806651261,0.6341936242853853,0.1601286240411261,0.2370217689441819,0.32470372373939344,0.8641223645560094,0.8512596408848144,0.7659761288164184,533,3,1,0.718564595946007,0.09450860841329005,0.9454839421298852,3,1,41,2,2,2,0,1
571,1,2,3,433161,109789,1,1,2.9356229496935904,659504,6.007013453078177,48,3,31561,31561,0.31911061740007585,0.32878293818142074,0.4319213996331014,0.13978068494754595,0.38362595285311935,0.7615095995892269,0.5834291832768042,0.9461854653674786,4769,1,2,0.6863792394682829,0.6280739571531018,0.8317367677136542,2,0,57,1,4,3,1,0
706,3,4,3,1045784,58628,1,2,3.8090752830837915,239540,4.085761069796002,36,3,23207,23207,0.38359745965641895,1.486468354142503,0.09226950561292231,0.3140291649410431,0.34296619288128594,0.8669060767629475,0.8221900045575499,0.9147181311220625,2712,4,2,0.7243849623353558,0.6937863421038377,0.7126846988677545,1,0,25,2,5,2,0,0
740,1,2,1,470985,109739,1,2,9.457969858649058,367841,3.3519623834735146,24,0,37449,37449,0.381912370571979,0.3576554369914069,0.3408457502266967,0.050283390108199155,0.5417464095797839,0.8604947257818703,0.2600080419097967,0.7565992452760115,2494,3,0,0.858644992633565,0.21654586202918272,0.7212583196299388,3,0,14,1,2,2,1,0
629,1,2,2,676993,102513,2,2,2.5900542180460806,352583,3.439397930018632,12,4,22987,22987,0.19797285437081646,0.5503310149281879,0.15759177701632085,0.3737125181792772,0.23428619338071788,0.8267679927218763,0.8525647397569128,0.7953753058788764,651,1,1,0.2587843598591635,0.3834637578391213,0.9374370502843496,3,1,365,3,5,3,2,0
614,0,0,2,813944,36042,3,2,2.762752664640774,161711,4.4867376949114925,24,8,9140,9140,0.28113716916795983,1.8819340399163937,0.057073296629394275,0.39055131094163975,0.034276520319072336,0.9599525678481007,0.7710967120847917,0.8967565974262789,3540,1,1,0.7560594110776644,0.3489321147468064,0.5532221235254305,0,3,22,1,5,2,3,0
633,2,5,4,1050294,82116,1,3,0.7609982248665225,316667,3.856337376394369,60,4,28578,28578,0.333005814550551,1.0658641434068878,0.15260542854762177,0.18988262470604955,0.06324271460197885,0.7723277803579749,0.7163424100037526,0.9057844043843769,2026,2,2,0.7937677458780523,0.4313127306223041,0.7050284773873609,1,1,19,3,1,1,0,0
789,1,3,1,511663,54517,2,2,15.0,280986,5.154098721499715,24,3,9134,9134,0.1124022715135092,0.7821153646263245,0.005884148163531496,0.2268385012014626,0.2302132387470565,0.820370189280281,0.7524405423138094,0.8330928593091367,2441,1,1,0.8145608331874359,0.11543492002193953,0.4311343789423685,4,0,236,3,3,1,0,0
669,1,2,3,1133256,87346,1,3,1.1373647283943555,366647,4.197639273693128,36,5,19386,19386,0.2446650425034403,1.0811943305932727,0.33663405555856646,0.33230725041839876,0.38758121444753196,0.9720266072826099,0.8389504631349032,0.9014138248076122,3897,2,2,0.8500197177784696,0.4035420447863054,0.7319038055667568,0,1,87,3,3,1,1,0
825,3,6,3,858970,54105,1,4,2.585733215621877,166959,3.0858331023010814,48,1,19638,19638,0.3262560173103029,1.3229984905892862,0.06892751616433958,0.34875343248478907,0.29126712075357425,0.7717514437006027,0.6378534918210783,0.9907455358130437,4656,2,0,0.7432246342810513,0.5926942667701133,0.827784130453542,1,1,7,3,2,2,0,0
695,1,1,3,850056,68634,2,2,3.637653751722831,545358,7.945886878223621,48,3,24992,24992,0.3446626140430333,1.0321123641343941,0.44266686130240346,0.31251235256873977,0.017572135713213827,0.7617055506533403,0.9070972834022818,0.9582884593202947,3827,0,2,0.8702064616516418,0.055919292036144624,0.6600789810766928,1,1,159,2,3,0,0,1
775,1,3,5,1071083,83939,2,4,4.776754689581481,671750,8.002835392368267,48,4,17287,17287,0.2742130240081303,1.0633545392090287,0.10191845977174759,0.39099825421684503,0.20921736381422026,0.807384029733831,0.766565947616007,0.9131006151330308,4441,1,2,0.697483211264172,0.18554923049684344,0.5225823036063553,1,0,79,0,1,2,1,0
766,0,0,3,678908,97807,1,2,0.8669718089771086,966589,9.882615763697896,48,8,13571,13571,0.15124915065856193,0.5784418974783673,0.21551048692261934,0.48813270342320736,0.5035198746879926,0.8641729532697519,0.872394029132365,0.954173288212773,4761,2,1,0.7358530988536871,0.48139692419009955,0.4507913861004327,3,1,87,0,3,2,1,0
671,0,3,3,1071961,41783,1,2,1.0535079408357773,209008,5.002225785606586,24,7,9536,9536,0.22202589618149765,2.1379528356827735,0.24086669633227065,0.5748322661784449,0.4291222491112275,0.8559667993505582,0.461597941594437,0.8283763682148795,3598,0,0,0.8413065174276063,0.4099465921826731,0.8498057693756536,2,0,55,0,0,3,2,0
753,1,2,2,238586,81647,1,3,5.389183710841084,715388,8.761963084987814,12,3,36816,36816,0.4708748578368894,0.2435137441261365,0.15727503043792798,0.4259794436517639,0.17657343631715633,0.9129426303817219,0.8321527834997277,0.9112973498022616,4301,3,2,0.8786717240792005,0.34329097496174593,0.5927109766809021,2,1,138,4,1,3,0,0
626,1,2,3,75490,93725,1,4,3.4874215964884394,870072,9.283243531608429,24,8,40228,40228,0.33330485706109414,0.06712012092113452,0.49638076861381125,0.38550719230493746,0.38108546289891265,0.7540150688966495,0.5214236336542509,0.9984622516732986,4163,2,2,0.7427329950844752,0.6251892284100419,0.7203280853022727,2,0,263,2,5,0,2,0
439,2,2,1,251617,89658,1,2,2.6049686049931218,698093,7.786176359053291,48,4,37094,37094,0.47795931735551683,0.23386739982303123,0.07395602437747792,0.25025026290228036,0.1844984618245367,0.7988113304846588,0.8706565747052396,0.8746045216225474,3900,3,2,0.6176608844255684,0.6633395757433814,0.8628857287917879,2,2,125,1,1,0,0,1
719,0,1,1,782340,44573,1,2,7.2188546948884325,252745,5.670360980862855,24,0,13754,13754,0.3256832922261509,1.4626567653063514,0.03555936365495607,0.25180111256470405,0.4124964910140691,0.8390721275421569,0.5893732266137031,0.9455860374447003,4673,1,1,0.6441149005150693,0.4407277062323249,0.7572618517518659,0,1,18,0,4,1,2,0
691,2,5,3,478298,89605,1,3,5.743853875225305,804359,8.976720049104403,48,8,27899,27899,0.38433197281115955,0.44482078753045773,0.0470256658186899,0.07801715728410685,0.021296934064336345,0.9084539752714951,0.5555537892846466,0.8082881797994113,3961,3,0,0.6907252403864675,0.7283241711762304,0.8329167974812239,0,2,138,3,2,3,3,1
653,0,1,1,273297,84380,1,2,0.5910203963410983,656832,7.784214268784072,60,7,20172,20172,0.15651945945493728,0.26990696847594214,0.3664764530986306,0.10238104228611841,0.2745434665033245,0.7782271530972408,0.7958443092618944,0.848996717948408,2956,2,2,0.8969722800248563,0.2320039500612756,0.6546381339751332,2,1,218,0,4,0,1,0
705,2,3,0,617742,90046,2,2,5.972680670670974,817377,9.077327143904228,24,7,18186,18186,0.182909552665218,0.5716911356417831,0.2790965443434324,0.2524137320509784,0.2609414591988453,0.8100825217092101,0.783925461487591,0.7740880028703097,2295,0,1,0.6086507873303606,0.27379417498290054,0.8544068380616548,1,0,85,2,2,3,0,0
758,0,2,2,136900,57374,1,3,2.9659198060483374,363357,6.333129989193711,24,4,19105,19105,0.3121227877104534,0.19884151938741126,0.28560872467831333,0.6354929617145735,0.3014995265411533,0.9509425202143462,0.903988627908914,0.9553496524969366,3173,1,0,0.44233456514383657,0.45574470433295844,0.6608026498603835,1,2,99,2,4,0,2,0
705,2,3,1,1028225,105555,1,1,2.391712200266585,671837,6.364805077921463,24,7,46038,46038,0.5451333346655427,0.811760851372902,0.141549807815671,0.25022245405879295,0.1896055509507578,0.8306410364738496,0.9371301020264573,0.7950506405372134,934,2,1,0.45277116670493767,0.22806950156753625,0.6602327930340626,1,0,152,4,0,0,2,0
644,1,3,0,253823,43571,2,1,4.236207320684494,394585,9.056138257097611,36,1,6312,6312,0.08714959484780306,0.48545860013923636,0.02576650959107086,0.2844555953293371,0.15580979336410986,0.7685206104989459,0.6208336187527823,0.9726660061026633,4650,1,2,0.5128935764820226,0.13945806702728844,0.7516279298203609,1,2,275,3,1,3,1,1
718,0,2,3,165242,22760,1,1,2.4454856996648644,132629,5.827284710017575,24,5,7236,7236,0.3161512732917365,0.6050161101347393,0.10359710925783071,0.33331272071095336,0.55872646289756,0.8792520291668782,0.6744088510716225,0.892357088488763,2416,1,1,0.7772197055638926,0.3374519760174939,0.6747529655256385,1,0,164,0,4,3,1,0
747,3,7,3,923607,112229,2,3,0.5,1044209,9.304270732163701,36,6,34651,34651,0.4058252247847272,0.6858053622503988,0.5730722252181019,0.5864154237493482,0.28733043150237464,0.8632127198585473,0.5784416663265906,0.9985650159987655,2073,1,0,0.8162935861679358,0.14694541805177486,0.8631480600676117,1,1,88,3,3,2,2,0
609,2,4,2,264661,32994,1,3,10.718423489479578,206143,6.247893556404195,48,3,16414,16414,0.5664193531004924,0.6684573962942757,0.32906410776029016,0.02692801854372677,0.12043997564566858,0.8950391543295764,0.6622767904331079,0.8510763188232151,3715,1,1,0.588588429855359,0.07810489829391103,0.8622293467274635,1,2,33,3,4,2,1,0
636,1,5,1,58080,71510,1,2,3.663477906043872,502368,7.0251433365962805,36,7,34440,34440,0.5361182167082935,0.06768284156062089,0.29574360222062585,0.372647584864833,0.049938996780376256,0.7616773807267295,0.9147144014680956,0.7778240497794047,3483,4,0,0.6690324640062054,0.3620893065917328,0.7311529225899999,1,0,185,1,1,0,1,1
446,2,5,4,837290,112903,3,1,4.13791481157634,575830,5.100218771866115,36,0,25867,25867,0.24896626819261614,0.6180009979067577,0.4960387290503958,0.11205428376631871,0.30532760107088464,0.962633457006618,0.6025705770527074,0.872417615703078,1069,1,0,0.7455320822697665,0.1609930176589614,0.6362987624113134,3,3,126,2,2,0,0,1
629,1,4,2,587078,40956,1,1,0.6522806578910478,244451,5.9686248657095415,36,4,13031,13031,0.2856756731799452,1.1945299020086597,0.144343086017051,0.5539386058219674,0.2627249236815865,0.8310947033905178,0.7737550999435494,0.865954030688838,4975,1,1,0.8166364346542603,0.2974291323408227,0.7725136409536175,1,2,215,4,0,1,1,0
682,0,0,1,1087494,97647,1,2,5.737615946507679,559833,5.733232971827092,36,6,40369,40369,0.43794074998405774,0.9280827880016795,0.3176666544070264,0.4072225391923099,0.00277835780264539,0.9560699313175145,0.8300853741148408,0.928402354989145,1739,1,1,0.6440952636387471,0.24640013193754104,0.7827094447740239,1,0,304,1,2,3,1,0
832,1,3,4,201209,24409,3,2,5.142409089119616,192482,7.885697898316195,36,1,5178,5178,0.2018982091762409,0.6869358296803092,0.5345418024180041,0.136589971585761,0.06483537253529115,0.9609745191957524,0.5358711528189255,0.9450030827538003,4034,1,0,0.9008442611016217,0.44589562439415126,0.6727268187304449,3,1,57,3,5,3,3,0
602,2,4,0,1000599,40947,1,2,1.271578971933527,155183,3.7898502942828536,12,4,5663,5663,0.0592328839564332,2.0363701858500014,0.16987164239291325,0.13672711653614808,0.2835269818311746,0.7729351807263383,0.46644164986548536,0.8552775635380889,3692,2,1,0.851446994656549,0.07813908943290807,0.5085881906821844,2,1,7,4,4,3,2,0
648,1,2,1,1056582,58534,2,2,1.5312683411742887,253334,4.327980319130762,12,6,29165,29165,0.4987664904434698,1.5042283117504356,0.18634932395092277,0.5462738112834606,0.24573044893806442,0.8147337857362303,0.551773176782876,0.9711097069571941,680,3,0,0.9462642284430041,0.4877718765874534,0.9475178677752846,5,1,125,2,3,2,3,1
595,4,6,2,403732,16890,1,3,2.6733839742757395,85620,5.069271758436945,36,5,1902,1902,0.19320749047849917,1.9919676337083088,0.4056133488779276,0.2988557805259413,0.07524661466527989,0.8171553014529811,0.3408211857463604,0.884319440755353,883,2,1,0.692183431557371,0.6399040703433602,0.9020583149988163,3,2,31,0,1,0,1,1
628,2,3,4,431523,84521,1,1,8.619577910751952,395301,4.676956022763574,24,4,9629,9629,0.10052820846783271,0.42545935329681384,0.19292103263867155,0.05435478008211876,0.10605347030983822,0.7909963028864123,0.8795201381112947,0.9269392084460392,1431,1,2,0.7430980641218639,0.5354143845029073,0.6982135371890494,2,1,91,3,5,1,0,1
801,0,0,2,1115284,99442,1,3,0.5,552960,5.560628305947185,36,6,15778,15778,0.14760696127193307,0.9346185045889396,0.4639884867878958,0.7236839038386382,0.46372242341560316,0.934423846465963,0.8502490903626551,0.9296947832723452,1118,1,0,0.8703928142076238,0.17607826395566434,0.5726490712203511,5,1,208,3,3,0,1,0
550,0,2,2,653777,109856,3,2,2.005959506989675,397231,3.6159244829595107,12,4,34311,34311,0.26555311919950664,0.4959348298378483,0.6381205049861078,0.4090030859113156,0.38935983568613164,0.7780188866233987,0.9023227782187241,0.8077144310152468,2747,0,0,0.8799439639129837,0.5439094683936267,0.6432968015398431,0,0,365,3,5,2,0,0
651,2,4,3,963285,43640,1,4,0.5272650882930879,219703,5.034440879926673,12,5,14994,14994,0.42686328019923053,1.8394534830430798,0.5448207578854105,0.43223924750019854,0.0703419311721217,0.8401720527090493,0.41317676974447626,0.880612791971495,626,1,2,0.6654244908775819,0.03242029122471189,0.8430927676539067,2,1,102,4,1,3,2,0
863,2,4,2,1097549,32920,1,3,1.4031878951830024,184595,5.607381530984204,48,7,9009,9009,0.26233051107510036,2.778323714054273,0.4105996288791649,0.3748648557134221,0.13883311195254536,0.7975713915771762,0.6664984085565429,0.9721993869517835,4797,2,0,0.8713217127883082,0.3211704454039805,0.7514936602498916,2,0,96,0,1,0,0,1
672,0,2,4,975345,40588,1,3,6.782649197254833,232804,5.735783975559278,24,4,7201,7201,0.18272493001020254,2.002531536414704,0.20776089608992504,0.16790520410148507,0.6924187117339818,0.8884825855194948,0.797202276163029,0.9736376355806398,4445,1,0,0.5253440998647882,0.2849545841617942,0.6865287067647265,1,0,146,4,4,0,0,0
728,1,3,0,886367,51630,2,4,2.792384020154555,492640,9.541739298857253,12,3,23134,23134,0.4448463032848339,1.4306394860869003,0.25402611775591616,0.16837590810816924,0.31514028631361574,0.7925851576831942,0.8460975289501342,0.7977160954053597,2870,2,0,0.5212492525026119,0.261803278679866,0.8404962272612821,2,1,11,1,0,1,1,0
789,3,5,1,655144,15159,1,4,0.5,97133,6.407612639356158,48,3,7301,7301,0.49134680204700293,3.6015128526507905,0.23590494689703118,0.23456119169504297,0.17871292521345195,0.8149265982121956,0.9643457161575779,0.8873901241950124,4334,0,1,0.9584348291935451,0.7309876373139041,0.7111165142949812,1,3,108,2,0,0,0,1
658,3,6,2,892123,100181,1,4,0.6034501890480825,595155,5.940797157145567,36,2,48464,48464,0.42363099594321263,0.7420926456447164,0.22228352360990397,0.3938650835067556,0.05790885265845281,0.9489680587139047,0.5686074902371844,0.9889569016059546,1520,1,0,0.9282068344388891,0.48974422980851806,0.9084734721546889,1,0,103,2,5,3,1,0
761,0,1,1,1169771,105914,3,1,5.755369093476519,912085,8.611562210850312,60,7,24901,24901,0.2598173424811578,0.9203780110907591,0.2246745281286935,0.24835881633324983,0.5025315263634346,0.8127477608197089,0.639656814803891,0.9361627941419912,2430,0,0,0.7087516612861287,0.5370142524651701,0.7661690996599183,2,2,1,0,1,0,0,0
682,1,2,2,384432,23979,1,2,5.231059946168791,95933,4.000708953667792,24,6,3980,3980,0.2007139730075084,1.336002335376788,0.255364544951064,0.2530105246788505,0.03061654221683649,0.9798412737685569,0.9574056750269421,0.8089875249870417,3787,1,0,0.687584130498745,0.01233338982339694,0.5823303855595241,0,0,0,3,4,3,2,0
775,2,3,4,511759,116037,2,2,5.104330526705163,716067,6.171023035755836,48,4,41562,41562,0.43090399026666,0.3675257317349926,0.24598783076665495,0.19980180847450696,0.18883127666535734,0.8640631689325831,0.6984969080357888,0.9512002720438923,4427,2,0,0.5686001011492766,0.22210844676901653,0.6859945046603745,1,1,3,0,5,3,0,0
697,2,2,3,1126412,78883,2,3,7.613250584498144,525816,6.665770825146103,24,8,14074,14074,0.1520733867324629,1.189960659035111,0.5677166182225405,0.3579663701392408,0.20913030088589146,0.8494174782946493,0.8125117956540837,0.7542259551183045,4648,1,1,0.8575855795670703,0.5552931215605506,0.6105670287023311,2,0,44,0,4,2,2,0
713,2,4,0,1115819,72208,3,2,2.750722956436273,544564,7.541602038555284,12,4,30052,30052,0.32905808925178376,1.2877370466799616,0.4693056937050223,0.20357727727819175,0.17438768444423117,0.8660091241348695,0.6671967239313573,0.775514649320265,1240,1,1,0.8829785744404243,0.6471681164021036,0.8078660573823321,2,0,86,2,1,3,2,1
588,1,2,1,229000,83199,1,1,5.167420232087368,650788,7.822065169052513,60,4,37883,37883,0.39732464927298183,0.22936974402737212,0.13230412891170032,0.17736202956802072,0.5202248181885515,0.934087817665249,0.82960039853531,0.9825785779220979,2482,0,1,0.8447714593085415,0.38679247394684885,0.8898527154857977,4,2,109,2,4,2,1,1
535,1,3,1,697036,86227,2,3,1.2382377923117684,329280,3.818757465758985,48,8,21365,21365,0.2398952469467852,0.67364437279893,0.1583238165077279,0.0265588457287116,0.09601256307987399,0.882041376647922,0.5909925993555373,0.8021386310482839,3906,2,0,0.9493263932878864,0.038004413404228034,0.8925139609523418,1,0,7,2,3,0,1,0
611,2,5,2,1088854,75016,2,1,1.2341405132195244,257352,3.4306281326650314,12,3,23673,23673,0.26777417158402145,1.2095797341011696,0.11042589060256834,0.29822165977211884,0.37494619951822705,0.9328770300321834,0.8513059398663458,0.8907709039880112,4651,0,0,0.718663551822423,0.27515512929058555,0.82047645673301,4,3,24,0,5,3,1,0
730,3,4,2,183395,37458,1,3,1.0363185324793704,169458,4.5239468204388915,36,6,17443,17443,0.47201186665999884,0.40800140601918594,0.12872006292661048,0.2916490334372024,0.2805328883016072,0.9074444192642019,0.8908364517275812,0.8006696276490864,3585,2,0,0.77858726282972,0.6797046526914792,0.7587377216526017,1,1,77,0,3,3,0,1
611,2,4,3,929227,94641,1,4,2.590859892712952,400707,4.23396836466225,48,3,20454,20454,0.2403928089432192,0.8182033509085209,0.24506854829329097,0.14112824166064167,0.23911573044528878,0.7615117237885075,0.9565887694715671,0.9392133847207622,3758,2,0,0.6038540676907909,0.35916620901418655,0.9320050045227501,5,3,96,2,3,2,1,1
716,2,4,3,480603,20984,1,2,0.5,106201,5.061046511627907,12,8,9955,9955,0.5295257698452214,1.9086089401448723,0.25200703969608923,0.125031704778239,0.18115562603480534,0.863073915794343,0.6410796598698664,0.8922272377499127,2390,0,2,0.8355375191444863,0.04423967003356614,0.9060789228090773,2,1,37,0,5,0,0,1
677,5,10,0,208723,24708,1,3,2.9600475147143834,114436,4.631536344503805,24,8,9215,9215,0.42961485841358366,0.7039656521504506,0.28614881736209197,0.35587038701920926,0.4157808779748708,0.9684041575705471,0.8028800072386688,0.8919347133938544,1772,1,1,0.8759778233676274,0.26383919360948327,0.8033825208709208,3,1,346,0,4,3,0,0
605,0,1,2,565917,42400,3,2,9.283306148673699,236423,5.576014150943396,24,4,11399,11399,0.29665154738239013,1.112258254716981,0.13664933183976946,0.22000412582259177,0.19040509494108865,0.9890436339194213,0.5831817668080751,0.9766546163425464,3565,3,2,0.6431017486171615,0.5203247749142721,0.6700445285621894,2,1,61,4,1,1,0,0
672,2,3,0,857990,28107,1,4,2.0754316859420783,280433,9.977336606539296,24,4,6994,6994,0.2485737220466305,2.5438206378007853,0.07567843790706705,0.3239630451660828,0.392981089195567,0.9167851047461122,0.6356894847083656,0.7948847335708981,4216,1,2,0.4874492896485409,0.24411792533340482,0.8652354601637616,1,1,168,1,5,0,2,0
720,2,5,2,467340,80364,3,3,0.5135465920447873,575978,7.167114628440595,24,0,34692,34692,0.46857591737986565,0.4846075357125081,0.5377093187444092,0.39256841471418025,0.16855534436026823,0.8648791433579395,0.983516395268131,0.7876056708092958,2473,3,0,0.5296078240833089,0.19388707672822175,0.5339257006098317,2,0,37,1,3,0,0,1
790,0,4,2,1145317,30252,1,1,5.019197674761197,246409,8.145213539600688,24,4,13633,13633,0.5395186053390855,3.154934659967385,0.48249781060513225,0.22909798289475375,0.1715157421954391,0.784173743608517,0.7941323465983038,0.961979000575863,3492,2,2,0.7375861538599131,0.674468569763159,0.49976003289378124,3,0,103,1,1,3,0,1
